genre,cluster,Label 1,Label 2,Label 3,,
greek clarinet,g6,others,,,,
greek guitar,g6,others,,,,
gregorian chant,g6,others,,,,
griot,g6,others,,,,
grupera,g6,others,,,,
gruperas inmortales,g6,others,,,,
guaracha,g6,others,,,,
guidance,g6,others,,,,
guitarra argentina,g6,others,,,,
guitarra clasica,g6,others,,,,
gymcore,g6,others,,,,
gypsy,g6,others,,,,
haitian traditional,g6,others,,,,
hakkapop,g6,others,,,,
halftime dnb,g6,others,,,,
halloween,g6,others,,,,
hammered dulcimer,g6,others,,,,
hammond organ,g6,others,,,,
hands up,g6,others,,,,
hangpan,g6,others,,,,
hard alternative,g6,others,,,,
hard bass,g6,others,,,,
hard bop,g1,jazz,,,,
hardstyle,g6,others,,,,
harp,g6,others,,,,
harpsichord,g6,others,,,,
hauntology,g6,others,,,,
hawaiian,g6,others,,,,
healing,g6,others,,,,
heavy alternative,g6,others,,,,
hi-nrg,g6,others,,,,
highlife,g6,others,,,,
hindustani instrumental,g6,others,instrumental,,,
hiplife,g6,others,,,,
historic piano performance,g6,others,,,,
historic string quartet,g6,others,,,,
historically informed performance,g6,others,,,,
hoerspiel,g6,others,,,,
hollywood,g6,others,,,,
honky tonk,g6,others,,,,
honky-tonk piano,g6,others,,,,
hopebeat,g6,others,,,,
horror synth,g6,others,,,,
horrorcore,g6,others,,,,
huapango,g6,others,,,,
huayno,g6,others,,,,
hula,g6,others,,,,
humppa,g6,others,,,,
hurdy-gurdy,g6,others,,,,
hyphy,g6,others,,,,
icelandic choir,g6,others,,,,
icelandic experimental,g7,others,,,,experimental
idol,g6,others,,,,
ilahiler,g6,others,,,,
impressionism,g6,others,,,,
indian fusion,g6,others,,,,
indian instrumental,g6,others,instrumental,,,
indian violin,g6,others,,,,
indie electronica,g6,edm,electronica,indie,,
indiecoustica,g6,others,,,,
indietronica,g7,others,,,,
indonesian emo,g6,others,,,,
instrumental acoustic guitar,g6,others,instrumental,,,
instrumental surf,g6,others,instrumental,,,
irish accordion,g6,others,,,,
irish ballad,g6,others,,,,
irish fiddle,g6,others,,,,
irish pub song,g6,others,,,,
iskelma,g6,others,,,,
islamic recitation,g6,others,,,,
israeli mediterranean,g6,others,,,,
italian alternative,g6,others,,,,
italian baritone,g6,others,,,,
italian bass,g6,others,,,,
italian gothic,g6,others,,,,
italian library music,g6,others,,,,
italian mandolin,g6,others,,,,
italian mezzo-soprano,g6,others,,,,
italian modern prog,g6,others,,,,
italian romanticism,g6,others,,,,
italian soprano,g6,others,,,,
italian soundtrack,g6,others,,,,
italian tenor,g6,others,,,,
j-acoustic,g6,others,,,,
j-core,g6,others,,,,
j-division,g6,others,,,,
j-idol,g6,others,,,,
j-pixie,g6,others,,,,
jam band,g7,others,,,,
jamgrass,g6,others,,,,
jamtronica,g6,others,,,,
japanese chillhop,g6,others,,,,
japanese disney,g6,others,,,,
japanese emo,g6,others,,,,
japanese experimental,g6,others,,,,
japanese idm,g7,others,,,,
japanese instrumental,g6,others,instrumental,,,
japanese prog,g6,others,,,,
japanese psychedelic,g6,others,,,,
japanese shoegaze,g6,others,,,,
japanese soundtrack,g6,others,,,,
japanese traditional,g6,others,,,,
japanese vgm,g6,others,,,,
javanese dangdut,g6,others,,,,
jawaiian,g6,others,,,,
jersey club,g6,others,,,,
jewish cantorial,g6,others,,,,
jig and reel,g6,others,,,,
joropo,g6,others,,,,
jovem guarda,g6,others,,,,
jug band,g6,others,,,,
juju,g6,others,,,,
jumpstyle,g6,others,,,,
kabyle,g6,others,,,,
kaneka,g6,others,,,,
kannada bhava geethe,g6,others,,,,
karadeniz halk muzigi,g6,others,,,,
karneval,g6,others,,,,
kavkaz,g6,others,,,,
kawaii future bass,g6,others,,,,
kayokyoku,g6,others,,,,
kentucky roots,g6,others,,,,
keroncong,g6,others,,,,
khaleeji iraqi,g6,others,,,,
khmer,g6,others,,,,
kinderliedjies,g6,others,,,,
kindermusik,g6,others,,,,
kirtan,g6,others,,,,
kizomba,g6,others,,,,
kizomba antigas,g6,others,,,,
kleine hoerspiel,g6,others,,,,
kleinkunst,g6,others,,,,
klezmer,g6,others,,,,
kodomo no ongaku,g6,others,,,,
kolsche karneval,g6,others,,,,
kompa,g6,others,,,,
kora,g6,others,,,,
korean ost,g6,others,,,,
korean worship,g6,others,,,,
koto,g6,others,,,,
krautrock,g6,others,,,,
kundiman,g6,others,,,,
kwaito,g6,others,,,,
laboratorio,g6,others,,,,
laiko,g6,others,,,,
late romantic era,g6,others,,,,
latin soundtrack,g6,others,,,,
latin talent show,g6,others,,,,
latin worship,g6,others,,,,
latincore,g6,others,,,,
latino comedy,g6,others,comedy,,,
latintronica,g6,others,,,,
lds,g6,others,,,,
lds youth,g6,others,,,,
levenslied,g6,others,,,,
library music,g6,others,,,,
liedermacher,g6,others,,,,
light music,g6,others,,,,
lilith,g6,others,,,,
livetronica,g6,others,,,,
lldm,g6,others,,,,
lo star,g6,others,,,,
lo-fi,g7,others,,,,
lo-fi beats,g6,others,,,,
lo-fi chill,g6,others,,,,
lo-fi cover,g6,others,,,,
lo-fi emo,g6,others,,,,
lo-fi vgm,g6,others,,,,
louisville underground,g6,others,,,,
louvor,g6,others,,,,
luk thung,g6,others,,,,
lullaby,g6,others,,,,
lustrum,g6,others,,,,
madchester,g7,others,,,,
madrigal,g6,others,,,,
magyar alternative,g6,others,,,,
magyar mulatos,g6,others,,,,
makossa,g6,others,,,,
mallet,g6,others,,,,
mambo,g6,others,,,,
mambo chileno,g6,others,,,,
mandolin,g6,others,,,,
mandopop,g6,others,,,,
manele,g6,others,,,,
manguebeat,g6,others,,,,
manila sound,g6,others,,,,
mantra,g6,others,,,,
marathi traditional,g6,others,,,,
marching band,g6,others,,,,
mariachi,g6,others,,,,
mariachi cristiano,g6,others,,,,
mashup,g6,others,,,,
mathcore,g6,others,,,,
mbalax,g6,others,,,,
meditation,g6,others,,,,
melancholia,g7,others,,,,
melbourne bounce,g6,others,,,,
melbourne bounce international,g6,others,,,,
mellow gold,g3,others,,,,
melodic deathcore,g6,others,,,,
melodic thrash,g6,others,,,,
memphis americana,g6,others,,,,
messianic praise,g6,others,,,,
mestissatge,g6,others,,,,
metropopolis,g7,others,,,,
mexican son,g6,others,,,,
mexican traditional,g6,others,,,,
microtonal,g6,others,,,,
middle earth,g6,others,,,,
middle eastern traditional,g6,others,,,,
midwest americana,g6,others,,,,
midwest emo,g6,others,,,,
military cadence,g6,others,,,,
minecraft,g6,others,,,,
minimalism,g7,others,,,,
minneapolis sound,g6,others,,,,
mizrahi,g6,others,,,,
mluvene slovo,g6,others,,,,
mod revival,g6,others,,,,
modern bollywood,g6,others,,,,
modern old-time,g6,others,,,,
modern performance,g6,others,,,,
modern uplift,g6,others,,,,
modular synth,g6,others,,,,
mollywood,g6,others,,,,
moog,g6,others,,,,
moombahton,g6,others,,,,
morna,g6,others,,,,
motivation,g6,others,,,,
motown,g5,r&b,,,,
mountain dulcimer,g6,others,,,,
movie tunes,g6,others,,,,
mpb,g6,others,,,,
mundart,g6,others,,,,
music box,g6,others,,,,
music hall,g6,others,,,,
musica afroperuana,g6,others,,,,
musica alagoana,g6,others,,,,
musica andina,g6,others,,,,
musica andina colombiana,g6,others,,,,
musica andorra,g6,others,,,,
musica angolana,g6,others,,,,
musica antigua,g6,others,,,,
musica aragonesa,g6,others,,,,
musica ayacuchana,g6,others,,,,
musica canaria,g6,others,,,,
musica catalana,g6,others,,,,
musica costarricense,g6,others,,,,
musica costena,g6,others,,,,
musica cristiana guatemalteca,g6,others,,,,
musica de fondo,g6,others,,,,
musica de intervencao,g6,others,,,,
musica etnica,g6,others,,,,
musica gaucha,g6,others,,,,
musica hondurena,g6,others,,,,
musica infantil,g6,others,,,,
musica jibara,g6,others,,,,
musica juiz-forana,g6,others,,,,
musica llanera,g6,others,,,,
musica nicaraguense,g6,others,,,,
musica para criancas,g6,others,,,,
musica para ninos,g6,others,,,,
musica paraibana,g6,others,,,,
musica piemonteisa,g6,others,,,,
musica popular colombiana,g6,others,,,,
musica popular paraense,g6,others,,,,
musica potosina,g6,others,,,,
musica prehispanica,g6,others,,,,
musica sarda,g6,others,,,,
musica tradicional cubana,g6,others,,,,
musica tropical guatemalteca,g6,others,,,,
musical advocacy,g6,others,,,,
musiikkia lapsille,g6,others,,,,
musik anak-anak,g6,others,,,,
musikkorps,g6,others,,,,
musique alsacienne,g6,others,,,,
musique concrete,g6,others,,,,
musique guadeloupe,g6,others,,,,
musique peule,g6,others,,,,
musique pour enfant quebecois,g6,others,,,,
musique touareg,g6,others,,,,
muzica populara,g6,others,,,,
muziek voor kinderen,g6,others,,,,
muzika l'yeladim,g6,others,,,,
naija worship,g6,others,,,,
narodna muzika,g6,others,,,,
nashville americana,g6,others,,,,
nashville sound,g6,others,,,,
native american,g6,others,,,,
native american flute,g6,others,,,,
native american spiritual,g6,others,,,,
navajo,g6,others,,,,
nederlandse hardstyle,g6,others,,,,
neo honky tonk,g6,others,,,,
neo kyma,g6,others,,,,
neo mellow,g6,others,,,,
neo-pagan,g6,others,,,,
neo-progressive,g6,others,,,,
neo-psychedelic,g6,others,,,,
neoclassicism,g6,others,,,,
neomelodici,g6,others,,,,
nerdcore,g6,others,,,,
nerdcore brasileiro,g6,others,,,,
neue deutsche harte,g6,others,,,,
neue deutsche todeskunst,g6,others,,,,
neue deutsche welle,g6,others,,,,
new age,g6,others,,,,
new age piano,g6,others,,,,
new americana,g6,others,,,,
new comedy,g6,others,comedy,,,
new england americana,g6,others,,,,
new england emo,g6,others,,,,
new french touch,g6,others,,,,
new isolationism,g6,others,,,,
new jack smooth,g6,others,,,,
new mexico music,g6,others,,,,
new rave,g7,others,,,,
new romantic,g7,others,,,,
new tribe,g6,others,,,,
new weird america,g6,others,,,,
new weird finland,g6,others,,,,
new york drill,g6,others,,,,
nightcore,g6,others,,,,
nightrun,g6,others,,,,
ninja,g7,others,,,,
nintendocore,g7,others,,,,
nisiotika,g6,others,,,,
nordic soundtrack,g6,others,,,,
norges stemme,g6,others,,,,
norsk lovsang,g6,others,,,,
norteno,g6,others,,,,
norteno-sax,g6,others,,,,
north carolina emo,g6,others,,,,
north carolina roots,g6,others,,,,
norwegian americana,g6,others,,,,
norwegian experimental,g6,others,,,,
nouvelle chanson francaise,g6,others,,,,
nova canco,g6,others,,,,
nova mpb,g6,others,,,,
nova musica carioca,g6,others,,,,
nova musica pernambucana,g6,others,,,,
novelty,g6,others,,,,
nu age,g6,others,,,,
nubian traditional,g6,others,,,,
nueva cancion,g6,others,,,,
nueva ola chilena,g6,others,,,,
nueva ola peruana,g6,others,,,,
nuevo flamenco,g6,others,,,,
nuevo regional mexicano,g6,others,,,,
nursery,g6,others,,,,
nwothm,g6,others,,,,
ny roots,g6,others,,,,
nyhc,g6,others,,,,
nz christian,g6,others,,,,
nz dnb,g6,others,,,,
oberkrainer,g6,others,,,,
oceania soundtrack,g6,others,,,,
oi,g6,others,,,,
oktoberfest,g6,others,,,,
old school thrash,g6,others,,,,
old west,g6,others,,,,
old-time,g7,others,,,,
old-time fiddle,g6,others,,,,
one-person band,g6,others,,,,
operetta,g6,others,,,,
opm,g6,others,,,,
oratory,g6,others,,,,
orgcore,g6,others,,,,
orquesta cubana,g6,others,,,,
orquesta tipica,g6,others,,,,
orthodox chant,g6,others,,,,
oshare kei,g6,others,,,,
otacore,g6,others,,,,
oud,g6,others,,,,
outsider,g6,others,,,,
oyun havasi,g6,others,,,,
pagode,g6,others,,,,
pagode baiano,g6,others,,,,
pagode novo,g6,others,,,,
paisley underground,g6,others,,,,
palm desert scene,g6,others,,,,
panpipe,g6,others,,,,
papuri,g6,others,,,,
parody,g6,others,,,,
partido alto,g6,others,,,,
perreo,g6,others,,,,
persian traditional,g6,others,,,,
pet calming,g6,others,,,,
phonk,g6,others,,,,
piano cover,g6,others,,,,
piano mpb,g6,others,,,,
pinoy praise,g6,others,,,,
pinoy traditional,g6,others,,,,
pirate,g6,others,,,,
piseiro,g6,others,,,,
pixie,g6,others,,,,
plena uruguaya,g6,others,,,,
plunderphonics,g6,others,,,,
poetry,g6,others,,,,
poezja spiewana,g6,others,,,,
polca paraguaya,g6,others,,,,
polish alternative,g6,others,,,,
polka,g6,others,,,,
polyphony,g6,others,,,,
pony,g6,others,,,,
pop argentino,g6,others,,,,
pop nacional antigas,g6,others,,,,
pop peruano,g6,others,,,,
pop quebecois,g6,others,,,,
pop romantico,g6,others,,,,
pop violin,g6,others,,,,
popgaze,g6,others,,,,
popping,g6,others,,,,
popwave,g6,others,,,,
pornogrind,g6,others,,,,
porro,g6,others,,,,
post-minimalism,g6,others,,,,
post-romantic era,g6,others,,,,
post-screamo,g6,others,,,,
power thrash,g6,others,,,,
praise,g6,others,,,,
preschool children's music,g6,others,,,,
prog quebec,g6,others,,,,
progressive doom,g6,others,,,,
progressive sludge,g6,others,,,,
progressive thrash,g6,others,,,,
psicodelia brasileira,g6,others,,,,
psybass,g6,others,,,,
psychedelic doom,g6,others,,,,
psychill,g6,others,,,,
punk 'n' roll,g6,others,,,,
qawwali,g6,others,,,,
queercore,g6,others,,,,
quiet storm,g5,others,,,,
quran,g6,others,,,,
rabindra sangeet,g6,others,,,,
ragtime,g6,others,,,,
rai,g6,others,,,,
ranchera,g6,others,,,,
rautalanka,g6,others,,,,
rave,g7,others,,,,
rawstyle,g6,others,,,,
reading,g6,others,,,,
rebetiko,g6,others,,,,
red dirt,g6,others,,,,
redneck,g6,others,,,,
regional mexican,g6,others,,,,
relaxative,g6,others,,,,
riddim,g6,others,,,,
rif,g6,others,,,,
riot grrrl,g6,others,,,,
ritmo kombina,g6,others,,,,
rkt,g6,others,,,,
romantico,g6,others,,,,
roots americana,g6,others,,,,
roots worship,g6,others,,,,
rosary,g6,others,,,,
rumba,g6,others,,,,
rumba congolaise,g6,others,,,,
russelater,g6,others,,,,
russian chanson,g6,others,,,,
russian choir,g6,others,,,,
russian drill,g6,others,,,,
russian rave,g6,others,,,,
russian romanticism,g6,others,,,,
russian shoegaze,g6,others,,,,
rwandan traditional,g6,others,,,,
ryukyu ongaku,g6,others,,,,
sacred steel,g6,others,,,,
salsa,g6,others,,,,
salsa choke,g6,others,,,,
salsa colombiana,g6,others,,,,
salsa cubana,g6,others,,,,
salsa international,g6,others,,,,
salsa peruana,g6,others,,,,
salsa puertorriquena,g6,others,,,,
salsa venezolana,g6,others,,,,
sambass,g6,others,,,,
sami,g6,others,,,,
sandalwood,g6,others,,,,
sarod,g6,others,,,,
scorecore,g6,others,,,,
scottish fiddle,g6,others,,,,
screamo,g6,others,,,,
screamocore,g6,others,,,,
second line,g6,others,,,,
sefardi,g6,others,,,,
semba,g6,others,,,,
serialism,g6,others,,,,
sertanejo,g6,others,,,,
sertanejo tradicional,g6,others,,,,
sertanejo universitario,g6,others,,,,
sevdah,g6,others,,,,
sevillanas,g6,others,,,,
shaabi,g6,others,,,,
shakuhachi,g6,others,,,,
shamanic,g6,others,,,,
shanty,g6,others,,,,
shibuya-kei,g6,others,,,,
shimmer psych,g6,others,,,,
sholawat,g6,others,,,,
show tunes,g6,others,,,,
shred,g6,others,,,,
shush,g6,others,,,,
sierreno,g6,others,,,,
singing bowl,g6,others,,,,
sitar,g6,others,,,,
skiffle,g6,others,,,,
sky room,g6,others,,,,
slack-key guitar,g6,others,,,,
slam poetry,g6,others,,,,
slamming deathcore,g6,others,,,,
slayer,g6,others,,,,
sleep,g6,others,,,,
slow game,g6,others,,,,
slowcore,g6,others,,,,
small room,g6,others,,,,
smooth saxophone,g6,others,,,,
soca,g6,others,,,,
solipsynthm,g6,others,,,,
son cubano,g6,others,,,,
son cubano clasico,g6,others,,,,
son jarocho,g6,others,,,,
sotalaulut,g6,others,,,,
soukous,g6,others,,,,
sound,g6,others,,,,
sound art,g6,others,,,,
sound effects,g6,others,,,,
sound team,g6,others,,,,
soundtrack,g6,others,,,,
south african alternative,g6,others,,,,
south african choral,g6,others,,,,
southern americana,g6,others,,,,
sovietwave,g6,others,,,,
spanish invasion,g6,others,,,,
speed garage,g6,others,,,,
spirituals,g6,others,,,,
spytrack,g6,others,,,,
stateside dnb,g6,others,,,,
steel guitar,g6,others,,,,
steelpan,g6,others,,,,
stomp and flutter,g6,others,,,,
stomp and holler,g6,others,,,,
stomp and whittle,g6,others,,,,
straight edge,g6,others,,,,
street band,g6,others,,,,
streichquartett,g6,others,,,,
stride,g1,others,,,,
string band,g6,others,,,,
string quartet,g6,others,,,,
strut,g6,others,,,,
substep,g6,others,,,,
sufi,g6,others,,,,
sufi chant,g6,others,,,,
sung poetry,g6,others,,,,
supergroup,g6,others,,,,
surf music,g6,others,,,,
svensk progg,g6,others,,,,
swancore,g6,others,,,,
swedish americana,g6,others,,,,
swedish prog,g6,others,,,,
swedish synth,g6,others,,,,
swiss worship,g6,others,,,,
synthwave,g6,others,,,,
tabla,g6,others,,,,
tagalog worship,g6,others,,,,
tahitian,g6,others,,,,
taiwanese indigenous,g6,others,,,,
talent show,g6,others,,,,
tallava,g6,others,,,,
tamborazo,g6,others,,,,
tamil worship,g6,others,,,,
tape club,g6,others,,,,
technical deathcore,g6,others,,,,
technical thrash,g6,others,,,,
tecnobanda,g6,others,,,,
tecnobrega,g6,others,,,,
tejano,g6,others,,,,
tekk,g6,others,,,,
tennessee experimental,g6,others,,,,
tex-mex,g6,others,,,,
thai idol,g6,others,,,,
thai instrumental,g6,others,instrumental,,,
theme,g6,others,,,,
theremin,g6,others,,,,
thrash core,g6,others,,,,
timba,g6,others,,,,
tin pan alley,g6,others,,,,
tipico,g6,others,,,,
tollywood,g6,others,,,,
tone,g6,others,,,,
torch song,g6,others,,,,
trancecore,g6,others,,,,
traprun,g6,others,,,,
trio cubano,g6,others,,,,
trio huasteco,g6,others,,,,
trip hop,g7,others,,,,
trival,g6,others,,,,
tropical,g6,others,,,,
trot,g6,others,,,,
trova,g6,others,,,,
trova mexicana,g6,others,,,,
tuareg guitar,g6,others,,,,
tuna estudiantil,g6,others,,,,
turkish alternative,g6,others,,,,
turkish experimental,g6,others,,,,
turkish instrumental,g6,others,instrumental,,,
turkish psych,g6,others,,,,
turkish soundtrack,g6,others,,,,
turntablism,g6,others,,,,
twoubadou,g6,others,,,,
tzadik,g6,others,,,,
uilleann pipes,g6,others,,,,
uk americana,g6,others,,,,
uk dnb,g6,others,,,,
uk drill,g6,others,,,,
uk garage,g6,others,,,,
uk worship,g6,others,,,,
uk82,g6,others,,,,
ukg revival,g6,others,,,,
ukrainian choir,g6,others,,,,
ukulele,g6,others,,,,
ulkucu sarkilar,g6,others,,,,
umbanda,g6,others,,,,
urbano espanol,g6,others,,,,
uwielbienie,g6,others,,,,
uzbek traditional,g6,others,,,,
vallenato,g6,others,,,,
vapor twitch,g6,others,,,,
vaporwave,g6,others,,,,
variete francaise,g6,others,,,,
vaudeville,g6,others,,,,
vbs,g6,others,,,,
veena,g6,others,,,,
vegan straight edge,g6,others,,,,
velha guarda,g6,others,,,,
vgm instrumental,g6,others,instrumental,,,
vgm remix,g6,others,,,,
victorian britain,g6,others,,,,
video game music,g6,others,,,,
vietnamese bolero,g6,others,,,,
villancicos,g6,others,,,,
vintage chanson,g6,others,,,,
vintage hollywood,g6,others,,,,
vintage italian soundtrack,g6,others,,,,
vintage old-time,g6,others,,,,
viola caipira,g6,others,,,,
violao,g6,others,,,,
violao classico,g6,others,,,,
violin,g6,others,,,,
visor,g6,others,,,,
vispop,g6,others,,,,
visual kei,g6,others,,,,
vlaamse kinderliedje,g6,others,,,,
vogue,g6,others,,,,
volksmusik,g6,others,,,,
volkstumliche musik,g6,others,,,,
waiata maori,g6,others,,,,
warm drone,g6,others,,,,
washboard,g6,others,,,,
water,g6,others,,,,
west end,g6,others,,,,
western americana,g6,others,,,,
white noise,g6,others,,,,
women's choir,g6,others,,,,
women's music,g6,others,,,,
wonky,g6,others,,,,
world,g6,others,,,,
world fusion,g6,others,,,,
world meditation,g6,others,,,,
world worship,g6,others,,,,
worship,g6,others,,,,
wrestling,g6,others,,,,
wu fam,g6,others,,,,
wyoming roots,g6,others,,,,
xhosa,g6,others,,,,
ye ye,g6,others,,,,
yodeling,g6,others,,,,
zeuhl,g6,others,,,,
zhongguo feng,g6,others,,,,
zikir,g6,others,,,,
zillertal,g6,others,,,,
zolo,g7,others,,,,
zouglou,g6,others,,,,
zydeco,g6,others,,,,
acoustic pop,g6,pop,,,,
afghan pop,g6,pop,,,,
afropop,g6,pop,,,,
albanian pop,g6,pop,,,,
alternative pop,g7,pop,alternative,,pop,alternative
ambient pop,g6,pop,ambient,,,
antiviral pop,g6,pop,,,,
arab pop,g6,pop,,,,
armenian pop,g6,pop,,,,
art pop,g7,pop,,,pop,
australian alternative pop,g6,pop,alternative,,,
australian electropop,g6,pop,,,,
australian pop,g6,pop,,,,
austrian pop,g6,pop,,,,
austropop,g6,pop,,,,
azeri pop,g6,pop,,,,
bahamian pop,g6,pop,,,,
barbadian pop,g6,pop,,,,
baroque pop,g6,pop,,,,
bedroom pop,g6,pop,,,,
belarusian pop,g6,pop,,,,
belgian pop,g6,pop,,,,
beninese pop,g6,pop,,,,
bow pop,g6,pop,,,,
boy pop,g6,pop,,,,
brill building pop,g7,pop,,,pop,
bubblegum pop,g7,pop,,,pop,
bulgarian pop,g6,pop,,,,
c-pop,g6,pop,,,,
cameroonian pop,g6,pop,,,,
canadian electropop,g7,pop,,,,
canadian pop,g6,pop,,,,
canadian pop punk,g6,pop,punk,,,
candy pop,g6,pop,,,,
canto popular uruguayo,g6,pop,,,,
chamber pop,g6,pop,chamber,,,
channel pop,g6,pop,,,,
chicago pop punk,g6,pop,punk,,,
chill pop,g6,pop,,,,
chinese electropop,g6,pop,,,,
chinese idol pop,g6,pop,,,,
chinese viral pop,g6,pop,,,,
christian pop,g6,pop,,,,
classic arab pop,g6,pop,,,,
classic belgian pop,g6,pop,,,,
classic colombian pop,g6,pop,,,,
classic country pop,g6,pop,country,,,
classic czech pop,g6,pop,,,,
classic danish pop,g6,pop,,,,
classic finnish pop,g6,pop,,,,
classic french pop,g6,pop,,,,
classic greek pop,g6,pop,,,,
classic hungarian pop,g6,pop,,,,
classic icelandic pop,g6,pop,,,,
classic indo pop,g6,pop,,,,
classic israeli pop,g6,pop,,,,
classic italian folk pop,g6,pop,folk,,,
classic italian pop,g6,pop,,,,
classic korean pop,g6,pop,,,,
classic latvian pop,g6,pop,,,,
classic malaysian pop,g6,pop,,,,
classic norwegian pop,g6,pop,,,,
classic nz pop,g6,pop,,,,
classic pakistani pop,g6,pop,,,,
classic persian pop,g6,pop,,,,
classic peruvian pop,g6,pop,,,,
classic polish pop,g6,pop,,,,
classic punjabi pop,g6,pop,,,,
classic russian pop,g6,pop,,,,
classic schlager,g6,pop,,,,
classic swedish pop,g6,pop,,,,
classic thai pop,g6,pop,,,,
classic tunisian pop,g6,pop,,,,
classic turkish pop,g6,pop,,,,
classic uk pop,g7,pop,,,pop,
classic venezuelan pop,g6,pop,,,,
collage pop,g6,pop,,,,
colombian pop,g6,pop,,,,
cook islands pop,g6,pop,,,,
country pop,g6,pop,,,,
croatian pop,g6,pop,,,,
cumbia pop,g6,pop,,,,
cypriot pop,g6,pop,,,,
czech pop,g6,pop,,,,
dance pop,g6,pop,dance,,,
danish electropop,g6,pop,,,,
danish indie pop,g6,pop,indie,,,
danish pop,g6,pop,,,,
deep acoustic pop,g6,pop,,,,
deep indian pop,g6,pop,,,,
deep pop edm,g6,pop,edm,,,
deep turkish pop,g6,pop,,,,
desi pop,g6,pop,,,,
dominican pop,g6,pop,,,,
dream pop,g7,pop,,,pop,
dutch idol pop,g6,pop,,,,
dutch pop,g6,pop,,,,
dutch rap pop,g6,pop,rap,,,
ecuadorian pop,g6,pop,,,,
egyptian pop,g6,pop,,,,
electro-pop francais,g6,pop,,,,
electroclash,g6,pop,,,,
electropop,g7,pop,,,,
electropowerpop,g6,pop,,,,
estonian pop,g6,pop,,,,
ethiopian pop,g6,pop,,,,
europop,g6,pop,,,,
experimental pop,g7,pop,,,pop,
faroese pop,g6,pop,,,,
fijian pop,g6,pop,,,,
finnish dance pop,g6,pop,dance,,,
finnish idol pop,g6,pop,,,,
finnish pop,g6,pop,,,,
folk-pop,g6,pop,folk,,,
french indie pop,g6,pop,indie,,,
french pop,g6,pop,,,,
funk pop,g6,pop,funk,,,
futurepop,g6,pop,,,,
gabonese pop,g6,pop,,,,
garage pop,g6,pop,,,,
gauze pop,g6,pop,,,,
german pop,g6,pop,,,,
ghanaian pop,g6,pop,,,,
glitch pop,g6,pop,,,,
greek pop,g6,pop,,,,
greenlandic pop,g6,pop,,,,
grunge pop,g6,pop,,,,
guatemalan pop,g6,pop,,,,
guinean pop,g6,pop,,,,
gujarati pop,g6,pop,,,,
haryanvi pop,g6,pop,,,,
hip pop,g5,pop,,,,
hmong pop,g6,pop,,,,
hokkien pop,g6,pop,,,,
hungarian pop,g6,pop,,,,
hyperpop,g7,pop,,,,
icelandic pop,g6,pop,,,,
ilocano pop,g6,pop,,,,
indie cafe pop,g6,pop,indie,,,
indie dream pop,g6,pop,indie,,,
indie electropop,g6,pop,indie,,,
indie pop,g7,pop,indie,,pop,indie
indie pop rap,g6,pop,,,,
indie psych-pop,g6,pop,,,,
indonesian city pop,g6,pop,,,,
indonesian idol pop,g6,pop,,,,
indonesian indie pop,g6,pop,indie,,,
indonesian pop,g6,pop,,,,
indonesian pop punk,g6,pop,punk,,,
irish pop,g6,pop,,,,
israeli pop,g6,pop,,,,
italian adult pop,g6,pop,,,,
italian indie pop,g6,pop,indie,,,
italian pop,g6,pop,,,,
j-pop,g6,pop,,,,
j-pop boy group,g6,pop,,,,
j-pop girl group,g6,pop,,,,
jangle pop,g7,pop,,,pop,
japanese city pop,g6,pop,,,,
japanese dream pop,g6,pop,,,,
japanese electropop,g6,pop,,,,
japanese indie pop,g6,pop,indie,,,
japanese pop punk,g6,pop,punk,,,
jewish pop,g6,pop,,,,
k-pop,g6,pop,,,,
k-pop boy group,g6,pop,,,,
k-pop girl group,g6,pop,,,,
kashmiri pop,g6,pop,,,,
kazakh pop,g6,pop,,,,
kenyan pop,g6,pop,,,,
korean city pop,g6,pop,,,,
korean pop,g6,pop,,,,
kosovan pop,g6,pop,,,,
kurdish pop,g6,pop,,,,
la pop,g6,pop,,,,
latin arena pop,g6,pop,,,,
latin pop,g6,pop,latin,,,
latin viral pop,g6,pop,,,,
latvian pop,g6,pop,,,,
lebanese pop,g6,pop,,,,
lithuanian pop,g6,pop,,,,
macedonian pop,g6,pop,,,,
mainland chinese pop,g6,pop,,,,
malaysian mandopop,g6,pop,,,,
malaysian pop,g6,pop,,,,
malaysian tamil pop,g6,pop,,,,
maltese pop,g6,pop,,,,
mande pop,g6,pop,,,,
marathi pop,g6,pop,,,,
melodipop,g6,pop,,,,
mexican pop,g6,pop,,,,
mexican pop punk,g6,pop,punk,,,
modern alternative pop,g6,pop,alternative,,,
modern dream pop,g7,pop,,,pop,
modern indie pop,g6,pop,indie,,,
modern power pop,g7,pop,,,pop,
moldovan pop,g6,pop,,,,
montenegrin pop,g6,pop,,,,
moroccan pop,g6,pop,,,,
musica popular mineira,g6,pop,,,,
musica popular uruguaya,g6,pop,,,,
nederpop,g6,pop,,,,
neon pop punk,g6,pop,punk,,,
new wave pop,g7,pop,wave,,pop,
nigerian pop,g6,pop,,,,
noise pop,g7,pop,,,pop,
norwegian pop,g6,pop,,,,
nyc pop,g6,pop,,,,
nz pop,g6,pop,,,,
okinawan pop,g6,pop,,,,
operatic pop,g6,pop,,,,
pakistani pop,g6,pop,,,,
panamanian pop,g6,pop,,,,
partyschlager,g6,pop,,,,
persian pop,g6,pop,,,,
pinoy pop punk,g6,pop,punk,,,
